"id","bond_code","event_date","event_type","W5","W6","W1","W2","W8","W7a","W7b","W3","W9","W4a","W4b"
"664","113047.SH","2023-10-9","NO","0","0","-0.07016696780920029","1.472064","3.4990","0","1.2019","0","0.01541","0","24"
"665","113574.SH","2023-10-9","NO","0","0","-0.08825074136257172","2.443383","2.4750","0","1.1418","0","0.36779","1","21"
"666","113584.SH","2023-10-9","NO","0","0","-0.007995677180588245","0.709929","2.6557","0","1.0615","0","0.09079","0","23"
"667","113601.SH","2023-10-9","NO","0","0","0.15373380482196808","1.726080","2.8665","0","1.0569","0","0.30163","1","20"
"668","123039.SZ","2023-10-9","NO","1","0","-0.06778997927904129","1.495885","2.2149","0","1.1664","0","0.31278","1","21"
"669","127041.SZ","2023-10-9","NO","0","0","-0.09984958171844482","3.393206","2.7570","0","1.1704","0","0.58301","1","22"
"670","118007.SH","2023-10-10","NO","0","0","-0.013721546158194542","3.352280","4.4490","0","1.2371","1","0.13920","1","21"
"671","118025.SH","2023-10-10","PROPOSAL","0","1","-0.2972146272659302","7.112514","5.0404","0","1.1574","0","0.03791","0","23"
"672","123146.SZ","2023-10-11","NO","0","1","0.5696886777877808","1.366531","4.5695","0","1.1391","0","0.11782","1","22"
"673","118029.SH","2023-10-12","NO","0","1","-0.13945049047470093","3.593498","5.1773","0","1.1415","0","0.36517","1","21"
"674","127071.SZ","2023-10-12","NO","0","1","-0.11459841579198837","2.497126","4.8624","0","1.2000","1","0.24603","0","24"
"675","123126.SZ","2023-10-13","NO","0","0","-0.060452476143836975","1.729759","3.9097","0","1.1226","0","0.44167","1","21"
"676","110072.SH","2023-10-16","NO","0","0","0.012070204131305218","1.106397","2.8392","1","0.9400","0","0.00945","0","24"
"677","110073.SH","2023-10-16","NO","0","0","0.0717913806438446","1.243046","2.7707","0","1.1170","1","0.24638","0","26"
"678","113652.SH","2023-10-16","NO","0","1","0.19151075184345245","1.655745","4.7666","0","1.0611","0","0.15412","0","23"
"679","123044.SZ","2023-10-16","NO","0","0","0.22463515400886536","1.739448","2.4038","1","0.9918","0","0.00357","1","21"
"680","127022.SZ","2023-10-16","NO","0","0","0.0420033261179924","0.686178","3.0007","0","1.0678","0","0.14936","0","24"
"681","127076.SZ","2023-10-16","NO","0","1","-0.04893836751580238","2.038666","5.0267","0","1.1960","0","0.26168","1","22"
"682","128117.SZ","2023-10-16","NO","0","0","-0.07984330505132675","2.652975","2.7105","0","1.1590","0","0.00384","1","22"
"683","123135.SZ","2023-10-17","PROPOSAL","0","0","-0.2755141854286194","7.029080","4.1971","0","1.2777","0","0.04087","1","21"
"684","123210.SZ","2023-10-17","NO","0","0","-0.2874613404273987","1.144288","5.7769","0","1.3300","0","0.03030","0","23"
"685","113024.SH","2023-10-18","NO","0","1","0.04643344506621361","1.066448","1.4730","0","1.1310","1","0.22274","0","26"
"686","123011.SZ","2023-10-18","PROPOSAL","0","0","0.018960630521178246","1.353320","0.7502","0","1.1642","0","0.28617","1","22"
"687","113616.SH","2023-10-19","NO","0","0","0.09546657651662827","1.702977","3.1923","0","1.1470","0","0.37386","0","24"
"688","118033.SH","2023-10-19","NO","0","0","-0.0799483135342598","4.814075","5.4209","0","1.2498","0","0.31667","1","22"
"689","113527.SH","2023-10-20","NO","1","0","0.08647890388965607","1.295855","1.2649","0","1.1943","0","0.56256","0","23"
"690","113530.SH","2023-10-20","PROPOSAL","0","0","-0.15209384262561798","1.300830","1.4346","0","1.2470","0","0.62752","0","23"
"691","113532.SH","2023-10-20","PROPOSAL","0","0","0.3705068528652191","1.324819","1.4511","0","1.1467","1","0.28913","0","24"
"692","113606.SH","2023-10-20","NO","0","0","-0.2046065628528595","2.827967","3.0281","0","1.1261","0","0.30014","1","22"
"693","113633.SH","2023-10-20","NO","0","0","-0.15488913655281067","1.872736","4.1123","0","1.0800","0","0.00231","0","23"
"694","118035.SH","2023-10-20","NO","0","0","-0.15522019565105438","3.905777","5.6454","0","1.2689","0","0.01493","1","21"
"695","118040.SH","2023-10-20","NO","0","0","-0.03573290631175041","1.573348","5.7632","0","1.2181","0","0.12500","1","20"
"696","128119.SZ","2023-10-20","NO","0","0","-0.09094715863466263","1.213120","2.7296","0","1.1015","0","0.00259","1","22"
"697","128035.SZ","2023-10-23","NO","0","0","-0.160700261592865","1.653270","0.2902","0","1.0410","0","0.01392","0","24"
"698","123101.SZ","2023-10-24","NO","0","0","-0.05158968269824982","1.547959","3.3758","0","1.1373","0","0.45323","0","23"
"699","123196.SZ","2023-10-25","PROPOSAL","0","1","0.01093463134020567","1.660383","5.4812","0","1.2151","0","0.22549","1","21"
"700","110095.SH","2023-10-26","NO","0","1","-0.04563009366393089","0.817328","5.7851","0","1.1380","0","0.24000","0","23"
"701","123010.SZ","2023-10-26","PROPOSAL","1","0","0.6068493127822876","0.748771","0.6927","0","1.0847","1","0.02798","1","20"
"702","110082.SH","2023-10-27","NO","0","0","-0.12287574261426926","2.640111","4.0027","0","1.1009","0","0.04741","0","23"
"703","110092.SH","2023-10-27","NO","0","1","-0.04684394598007202","1.462244","5.1964","0","1.0984","0","0.00578","0","23"
"704","113049.SH","2023-10-27","NO","0","0","-0.09731753915548325","1.068985","3.6194","0","1.1278","0","0.44505","0","26"
"705","113542.SH","2023-10-27","NO","0","0","-0.014418751932680607","3.287553","1.7632","0","1.1035","0","0.05952","0","23"
"706","113596.SH","2023-10-27","NO","0","0","0.24409624934196472","1.632347","2.7515","1","0.9572","0","0.10547","1","19"
"707","113629.SH","2023-10-27","NO","0","0","0.08580749481916428","1.156313","3.8823","0","1.1221","0","0.09446","1","22"
"708","113638.SH","2023-10-27","NO","0","0","-0.006816541310399771","1.328703","4.1725","0","1.1132","0","0.25355","0","23"
"709","113666.SH","2023-10-27","NO","0","1","-0.24234230816364288","1.017458","5.3279","0","1.0849","0","0.00694","0","23"
"710","118005.SH","2023-10-27","NO","0","0","0.04083536937832832","2.918588","4.2519","0","1.0141","0","0.00250","1","22"
"711","123155.SZ","2023-10-27","NO","0","0","-0.131405770778656","3.278594","4.7940","0","1.0648","0","0.00364","1","21"
"712","127033.SZ","2023-10-27","NO","1","0","0.04225708171725273","1.852518","3.4689","0","1.0157","0","0.00170","1","22"
"713","127045.SZ","2023-10-27","NO","0","1","0.032649435102939606","0.710266","3.8029","0","1.0427","0","0.00393","0","24"
"714","128097.SZ","2023-10-27","NO","0","0","-0.24239672720432281","2.062349","2.3326","0","1.1250","0","0.01260","1","22"
"715","113602.SH","2023-10-30","PROPOSAL","1","0","-0.10096816718578339","1.899163","2.8172","0","1.1210","0","0.01206","0","23"
"716","113605.SH","2023-10-31","NO","0","1","-0.05015358328819275","1.063467","2.9760","0","1.0948","0","0.00280","0","23"
"717","118007.SH","2023-10-31","NO","0","0","0.021199429407715797","3.079636","4.3915","0","1.2233","1","0.11444","1","21"
"718","118027.SH","2023-10-31","NO","0","0","0.10695748776197433","2.100272","5.0787","0","1.1597","0","0.01980","1","20"
"719","123185.SZ","2023-10-31","PROPOSAL","0","1","-0.10413404554128647","3.131270","5.4155","0","1.1590","0","0.05645","1","21"
"720","123091.SZ","2023-11-1","NO","0","0","-0.10992549359798431","3.982549","3.1431","0","1.2039","0","0.00298","0","23"
"721","123145.SZ","2023-11-1","NO","1","1","0.11887108534574509","2.877639","4.4682","0","1.0884","0","0.00284","0","23"
"722","127038.SZ","2023-11-1","NO","0","0","-0.12826083600521088","3.282592","3.6057","0","1.2049","1","0.00542","0","24"
"723","127091.SZ","2023-11-1","NO","0","1","-0.0408649705350399","1.558780","5.8097","0","1.1666","0","0.11111","0","23"
"724","128053.SZ","2023-11-1","NO","0","0","-0.1524374783039093","2.572941","1.2895","0","1.3350","0","0.05146","0","23"
"725","118008.SH","2023-11-3","NO","0","1","0.012090150266885757","1.562405","4.6379","0","1.0419","0","0.02265","1","22"
"726","118018.SH","2023-11-3","NO","0","1","0.2283477932214737","1.348985","4.7912","0","1.1220","1","0.04059","1","21"
"727","118043.SH","2023-11-3","NO","0","1","-0.03330235183238983","2.208806","5.7796","0","1.2085","0","0.51724","1","22"
"728","123199.SZ","2023-11-3","NO","0","1","-0.08781309425830841","3.471335","5.6071","0","1.1790","0","0.52632","1","21"
"729","127051.SZ","2023-11-3","NO","1","0","0.02008434385061264","4.361422","4.0383","0","1.1010","0","0.01996","1","22"
"730","110076.SH","2023-11-6","NO","0","1","0.03265100345015526","1.629410","2.9897","0","1.1046","0","0.02672","0","23"
"731","118042.SH","2023-11-6","NO","0","1","-0.08881612122058868","1.295068","5.7604","0","1.1700","0","0.24324","1","22"
"732","123044.SZ","2023-11-6","PROPOSAL","0","0","0.37299999594688416","1.485762","2.3463","1","0.9990","0","0.00935","1","21"
"733","123064.SZ","2023-11-6","NO","1","0","-0.07068094611167908","9.071571","2.8200","0","1.1041","0","0.07067","0","23"
"734","127016.SZ","2023-11-6","NO","0","0","-0.08139576017856598","3.346213","2.4230","0","1.1039","0","0.37722","0","24"
"735","110085.SH","2023-11-7","NO","0","1","-0.09851089119911194","1.638713","4.2984","0","1.1251","0","0.00254","0","24"
"736","111014.SH","2023-11-7","NO","0","1","-0.21442489326000214","2.831060","5.6181","0","1.1876","0","0.14865","0","23"
"737","113676.SH","2023-11-7","PROPOSAL","0","1","-0.15191125869750977","2.812646","5.7796","0","1.1739","0","0.06667","1","22"
"738","127030.SZ","2023-11-7","NO","0","1","0.04201476275920868","0.553998","3.3703","0","1.1744","0","0.01493","0","24"
"739","128132.SZ","2023-11-7","NO","0","0","-0.06199704855680466","1.145745","2.8556","0","1.1799","1","0.84595","0","23"
"740","128071.SZ","2023-11-8","NO","0","0","-0.07057346403598785","1.404623","1.7714","0","1.1654","0","0.33566","0","23"
"741","128127.SZ","2023-11-8","NO","0","1","0.5230830311775208","0.779410","2.7817","0","1.0752","1","0.28079","1","19"
"742","111003.SH","2023-11-9","NO","0","1","-0.16117247939109802","1.370481","4.3258","0","1.1716","0","0.25266","1","22"
"743","123072.SZ","2023-11-9","NO","0","0","-0.042265385389328","1.706374","2.9487","0","1.2566","0","0.04414","1","21"
"744","123165.SZ","2023-11-9","NO","0","0","-0.08194456994533539","1.613379","4.9665","0","1.0715","0","0.05932","1","22"
"745","127076.SZ","2023-11-9","NO","0","1","-0.019044091925024986","1.826627","4.9610","0","1.1830","0","0.68966","1","22"
"746","113569.SH","2023-11-15","NO","0","0","-0.03654713183641434","1.939515","2.3135","0","1.1041","0","0.38991","1","21"
"747","123196.SZ","2023-11-15","PROPOSAL","1","1","0.029410969465970993","1.556038","5.4237","0","1.2330","0","0.00855","1","21"
"748","128037.SZ","2023-11-15","PROPOSAL","1","0","0.23902878165245056","1.409507","0.3313","0","1.0918","1","0.01122","0","23"
"749","118026.SH","2023-11-16","PROPOSAL","1","1","-0.02342405542731285","1.242905","4.9391","0","1.0206","0","0.11345","1","21"
"750","110081.SH","2023-11-17","NO","0","0","-0.030737416818737984","1.068032","3.6934","0","1.0721","0","0.23933","0","24"
"751","113033.SH","2023-11-17","NO","0","0","0.1954382061958313","0.585788","2.3710","0","1.0595","0","0.06127","0","23"
"752","123159.SZ","2023-11-17","NO","0","0","-0.031789351254701614","2.462661","4.8624","0","1.1590","0","0.41860","1","22"
"753","127052.SZ","2023-11-17","NO","1","1","-0.10609062761068344","1.177108","4.1013","0","1.1161","0","0.09633","0","23"
"754","127055.SZ","2023-11-20","NO","0","0","-0.02361956238746643","2.680345","4.2574","0","1.1408","1","0.21053","1","22"
"755","123183.SZ","2023-11-21","NO","0","1","-0.01824267953634262","3.106666","5.3361","0","1.1750","0","0.39568","1","22"
"756","113657.SH","2023-11-23","NO","0","1","-0.06483405828475952","4.168565","4.8515","0","1.1163","0","0.48649","1","22"
"757","118034.SH","2023-11-24","NO","0","1","-0.12549054622650146","1.223682","5.4045","0","1.0976","0","0.20161","0","24"
"758","123049.SZ","2023-11-24","NO","0","0","0.2895948588848114","1.428484","2.3847","0","1.0510","0","0.28438","1","21"
"759","118031.SH","2023-11-28","NO","0","1","-0.09633741527795792","1.238967","5.2129","0","1.0372","0","0.09467","0","23"
"760","127067.SZ","2023-11-29","NO","0","1","0.06722050905227661","0.701680","4.6434","0","1.0401","0","0.22801","0","24"
"761","127026.SZ","2023-11-30","NO","0","0","-0.07572358101606369","2.332006","3.0226","0","1.1325","1","0.29539","0","23"
"762","127061.SZ","2023-11-30","NO","0","0","0.0009380261180922389","0.649920","4.3888","1","0.9966","0","0.16712","1","22"
"763","113608.SH","2023-12-1","NO","0","0","-0.005997402593493462","2.334025","2.9405","0","1.0824","0","0.18132","1","21"
"764","113665.SH","2023-12-1","NO","0","0","0.0385856106877327","1.338705","5.0404","0","1.0821","0","0.10377","1","22"
"765","118007.SH","2023-12-5","NO","0","0","0.021199429407715797","3.079636","4.2957","0","1.2372","1","0.42602","1","21"
"766","111009.SH","2023-12-6","NO","0","1","0.13547277450561523","1.130742","4.9227","0","1.0653","0","0.15226","0","23"
"767","113053.SH","2023-12-6","NO","0","1","-0.200636625289917","1.382265","4.0821","0","1.0091","0","0.00229","0","26"
"768","110087.SH","2023-12-7","NO","0","1","0.047811347991228104","1.017115","4.5448","0","1.0212","1","0.01791","0","24"
"769","123185.SZ","2023-12-7","NO","1","1","-0.10413404554128647","3.131270","5.3142","0","1.1465","0","0.27152","1","21"
"770","123193.SZ","2023-12-7","NO","0","1","-0.05652496591210365","1.881699","5.3498","0","1.1243","0","0.19858","1","22"
"771","127015.SZ","2023-12-7","PROPOSAL","0","0","-0.008231723681092262","0.565600","2.0753","0","1.0350","0","0.00107","0","26"
"772","127049.SZ","2023-12-7","PROPOSAL","0","1","-0.008231723681092262","0.565600","3.9042","1","0.9991","0","0.00204","0","26"
"773","113640.SH","2023-12-8","NO","0","0","-0.13331076502799988","1.932555","4.1916","0","1.0742","0","0.06383","1","22"
"774","113653.SH","2023-12-8","NO","1","1","0.00876358151435852","1.416874","4.6379","0","1.0767","0","0.34416","1","22"
"775","113659.SH","2023-12-8","NO","0","1","-0.32063308358192444","1.569992","4.8515","0","1.0949","0","0.07782","0","23"
"776","118022.SH","2023-12-8","NO","0","1","-0.09491155296564102","2.783655","4.8433","1","0.9903","1","0.00760","0","23"
"777","123133.SZ","2023-12-8","NO","1","1","-0.006370426155626774","5.120335","4.0383","0","1.1243","0","0.12168","1","22"
"778","123189.SZ","2023-12-8","NO","0","1","0.06649819016456604","1.363931","5.3279","0","1.1225","0","0.38255","1","21"
"779","127074.SZ","2023-12-8","NO","0","1","-0.08247730135917664","1.580500","4.8487","0","1.1696","0","0.03831","1","22"
"780","128101.SZ","2023-12-8","NO","0","0","0.09878048300743103","0.963432","2.2697","0","1.2873","0","0.28781","0","23"
"781","113658.SH","2023-12-11","NO","0","1","-0.044750478118658066","1.213107","3.7645","0","1.1277","0","0.00366","1","22"
"782","123121.SZ","2023-12-11","NO","0","0","-0.25392672419548035","2.273457","3.6496","0","1.1726","0","0.02727","1","22"
"783","118006.SH","2023-12-12","NO","1","0","-0.11676938831806183","9.584971","4.2574","0","1.1360","0","0.11881","1","21"
"784","123128.SZ","2023-12-12","NO","1","0","0.246191143989563","1.619465","3.8877","0","1.0220","0","0.13427","0","23"
"785","128125.SZ","2023-12-12","NO","0","0","-0.08880703896284103","1.734153","2.6311","0","1.0831","0","0.40426","1","22"
"786","128144.SZ","2023-12-12","NO","1","0","0.027619699016213417","0.983892","3.2170","0","1.0957","0","0.06079","0","23"
"787","110094.SH","2023-12-15","NO","0","1","-0.016115067526698112","1.738250","5.5907","0","1.1400","0","0.03750","0","23"
"788","123101.SZ","2023-12-15","NO","0","0","-0.04066559672355652","1.553354","3.2334","0","1.1290","0","0.68541","0","23"
"789","123109.SZ","2023-12-15","NO","0","1","-0.06578494608402252","5.657448","3.2936","0","1.1588","0","0.36491","1","22"
"790","123190.SZ","2023-12-15","NO","0","1","0.017605343833565712","2.093564","5.3114","0","1.0314","0","0.08442","1","22"
"791","113596.SH","2023-12-18","NO","0","0","0.29154089093208313","1.603683","2.6092","1","0.9804","0","0.54353","1","19"
"792","123142.SZ","2023-12-19","NO","0","0","0.005315686576068401","4.378969","4.2464","0","1.1196","0","0.22439","1","21"
"793","127073.SZ","2023-12-19","NO","1","1","-0.05786321312189102","1.630611","3.7618","0","1.1414","0","0.00361","0","23"
"794","110086.SH","2023-12-20","NO","0","0","-0.07601148635149002","1.554091","4.3395","0","1.0231","0","0.00260","0","23"
"795","113542.SH","2023-12-20","NO","0","0","-0.010555736720561981","3.713644","1.6153","0","1.1132","0","0.21702","0","23"
"796","123195.SZ","2023-12-20","NO","0","1","-0.16976675391197205","2.303390","5.3251","0","1.2330","0","0.12583","1","21"
"797","127061.SZ","2023-12-21","NO","0","0","0.0009380261180922389","0.649920","4.3313","1","0.9998","0","0.09737","1","22"
"798","111010.SH","2023-12-22","NO","0","1","0.37090808153152466","2.911115","4.8980","0","1.0688","0","0.00398","0","23"
"799","127031.SZ","2023-12-22","NO","1","0","-0.09808076173067093","1.262674","3.2553","0","1.0911","0","0.05581","0","23"
"800","128132.SZ","2023-12-22","PROPOSAL","0","0","-0.06199704855680466","1.145745","2.7324","0","1.1220","1","0.49159","0","23"
"801","118033.SH","2023-12-25","NO","0","0","-0.01251146662980318","4.101528","5.2375","0","1.1780","0","0.13772","1","22"
"802","110062.SH","2023-12-26","NO","1","0","-0.027751846238970757","1.316208","1.9357","0","1.1373","1","0.25000","0","26"
"803","113030.SH","2023-12-26","PROPOSAL","0","0","-0.13097421824932098","3.605634","1.9959","0","1.1869","1","0.00317","0","23"
"804","118007.SH","2023-12-26","NO","0","0","0.021199429407715797","3.079636","4.2382","0","1.2339","1","0.21622","1","21"
"805","127089.SZ","2023-12-26","NO","0","1","-0.148337721824646","1.107323","5.5606","1","0.9951","0","0.01075","0","24"
"806","123103.SZ","2023-12-28","NO","0","0","0.08423188328742981","2.809096","3.2033","0","1.1092","0","0.00301","1","21"
"807","123117.SZ","2023-12-28","PROPOSAL","1","1","-0.20111870765686035","4.070899","3.4853","0","1.0689","0","0.04858","0","23"
"808","123180.SZ","2023-12-28","NO","0","1","-0.17009486258029938","3.547395","5.1964","0","1.0802","0","0.22527","1","22"
"809","123191.SZ","2023-12-28","NO","0","1","-0.09051977843046188","1.924651","5.2841","0","1.1458","1","0.03125","1","22"
"810","113597.SH","2024-1-2","NO","0","0","-0.24485203623771667","2.479828","2.5736","0","1.2721","0","0.00615","1","22"
"811","118026.SH","2024-1-2","NO","1","1","-0.02342405542731285","1.242905","4.8104","0","1.0432","0","0.01481","1","21"
"812","113045.SH","2024-1-3","NO","0","1","-0.09122589230537415","1.399626","3.1650","0","1.0931","0","0.36637","0","24"
"813","123196.SZ","2024-1-3","NO","1","1","0.029410969465970993","1.556038","5.2895","0","1.1200","0","0.01325","1","21"
"814","113655.SH","2024-1-4","NO","0","1","-0.19034956395626068","1.255412","4.5859","0","1.0273","0","0.04348","0","23"
"815","128095.SZ","2024-1-4","NO","0","0","0.0864005908370018","1.524854","2.1054","0","1.2300","0","0.06889","0","23"
"816","118037.SH","2024-1-5","PROPOSAL","0","1","-0.14002275466918945","2.003923","5.5003","0","1.1968","1","0.05825","1","21"
"817","123115.SZ","2024-1-5","NO","0","1","-0.037584736943244934","2.088704","3.4223","0","1.0833","0","0.01637","1","22"
"818","123175.SZ","2024-1-5","PROPOSAL","1","1","0.2241591364145279","2.929504","5.1335","0","1.0849","0","0.03608","1","21"
"819","128124.SZ","2024-1-5","NO","0","0","-0.08330295979976654","5.205721","2.5599","0","1.0028","0","0.29753","1","21"
"820","113569.SH","2024-1-8","NO","0","0","-0.03654713183641434","1.939515","2.1656","0","1.1252","0","0.83388","1","21"
"821","113647.SH","2024-1-8","NO","0","0","-0.0763755589723587","1.584183","4.2875","0","1.1447","0","0.09774","0","23"
"822","113661.SH","2024-1-8","NO","0","1","-0.10481869429349899","4.347393","4.8734","0","1.0531","0","0.08400","0","23"
"823","113677.SH","2024-1-8","NO","0","0","-0.16504661738872528","8.194853","5.6838","0","1.1901","0","0.01724","1","22"
"824","127077.SZ","2024-1-8","NO","1","0","-0.05485641583800316","2.520479","4.9008","0","1.1302","0","0.48739","1","22"
"825","110094.SH","2024-1-9","PROPOSAL","0","1","-0.016115067526698112","1.738250","5.5222","0","1.1837","0","0.31250","0","23"
"826","118011.SH","2024-1-9","NO","0","0","0.17488981783390045","6.508010","4.4846","0","1.1917","0","0.75504","1","21"
"827","123108.SZ","2024-1-9","NO","0","0","-0.06835871934890747","2.720028","2.2204","0","1.0987","0","0.02121","0","24"
"828","113641.SH","2024-1-10","PROPOSAL","0","1","0.05693841725587845","1.076826","4.1232","0","1.0211","0","0.02752","0","24"
"829","123119.SZ","2024-1-10","PROPOSAL","1","0","-0.11053410172462463","2.150471","3.5099","0","1.1650","0","0.04089","0","23"
"830","128085.SZ","2024-1-10","PROPOSAL","0","0","0.3395964503288269","0.685771","1.9329","1","0.8650","0","0.00930","1","5"
"831","118009.SH","2024-1-11","NO","0","0","0.12665651738643646","2.096300","4.4517","0","1.2010","0","0.00840","1","21"
"832","123035.SZ","2024-1-11","PROPOSAL","0","0","-0.08656541258096695","2.177089","1.8426","0","1.1578","0","0.03128","0","24"
"833","113563.SH","2024-1-12","NO","0","0","-0.04297695681452751","1.475319","2.0123","0","1.1630","0","0.30191","0","23"
"834","113573.SH","2024-1-12","NO","0","0","-0.05423106998205185","1.973892","2.2615","0","1.2061","0","0.83597","1","21"
"835","113660.SH","2024-1-12","NO","0","1","-0.18623760342597961","3.405668","4.8487","0","1.1963","0","0.00382","1","22"
"836","118038.SH","2024-1-12","NO","0","1","-0.0599566325545311","1.742589","5.5113","0","1.2026","0","0.00990","1","22"
"837","118040.SH","2024-1-12","PROPOSAL","0","1","-0.03048398159444332","1.869888","5.5332","0","1.1071","0","0.01010","1","20"
"838","127061.SZ","2024-1-12","NO","0","0","0.0009380261180922389","0.649920","4.2710","1","0.9912","0","0.00253","1","22"
"839","111010.SH","2024-1-15","NO","0","1","0.37090808153152466","2.911115","4.8323","0","1.0377","0","0.00752","0","23"
"840","113632.SH","2024-1-15","NO","1","1","0.025690870359539986","1.448685","3.8385","0","1.0893","0","0.00197","0","23"
"841","118010.SH","2024-1-15","NO","0","1","-0.03999558091163635","7.961611","4.4517","0","1.0122","0","0.02849","1","21"
"842","118032.SH","2024-1-15","NO","0","1","-0.15851032733917236","2.996585","5.1444","0","1.0500","0","0.03763","1","22"
"843","118033.SH","2024-1-16","NO","0","0","-0.01251146662980318","4.101528","5.1773","0","1.1420","0","0.00549","1","22"
"844","113576.SH","2024-1-17","NO","1","0","1.2135746479034424","1.328574","2.2286","0","1.1445","0","0.03679","1","10"
"845","113668.SH","2024-1-17","NO","0","1","-0.03216172754764557","2.504865","5.1910","0","1.0875","0","0.46552","1","21"
"846","113674.SH","2024-1-17","NO","0","1","-0.11527140438556671","1.511112","5.5086","0","1.1414","1","0.03960","0","23"
"847","118007.SH","2024-1-17","NO","0","0","0.021199429407715797","3.079636","4.1780","0","1.1977","1","0.04265","1","21"
"848","118012.SH","2024-1-17","NO","0","0","0.12030245363712311","3.107946","4.4654","0","1.1590","0","0.01124","1","21"
"849","123171.SZ","2024-1-17","NO","0","1","0.037455927580595016","1.606806","4.8652","0","1.1430","0","0.34866","1","21"
"850","123212.SZ","2024-1-17","NO","0","1","-0.04807569459080696","1.501336","5.5250","0","1.1711","0","0.08000","1","22"
"851","113051.SH","2024-1-18","NO","0","1","0.9165123701095581","2.047493","3.4223","0","1.1238","1","0.02513","0","24"
"852","127075.SZ","2024-1-18","NO","0","1","0.05002252757549286","0.633542","4.7529","0","1.0456","0","0.29225","1","22"
"853","110044.SH","2024-1-19","NO","0","0","0.3635909855365753","0.938737","0.4381","0","2.0440","1","0.01952","0","23"
"854","110064.SH","2024-1-19","NO","0","0","-0.017278054729104042","0.992807","1.9192","0","1.1094","1","0.05567","0","24"
"855","113679.SH","2024-1-19","NO","0","0","0.5675991177558899","0.556530","5.7687","0","1.1402","0","0.44444","1","22"
"856","123071.SZ","2024-1-19","NO","1","1","0.19701404869556427","1.821404","2.7543","0","1.1477","1","0.00393","1","22"
"857","123232.SZ","2024-1-19","NO","0","0","-0.11358418315649033","8.863671","5.8563","0","1.2560","0","0.10526","1","21"
"858","123145.SZ","2024-1-22","NO","1","1","0.11887108534574509","2.877639","4.2437","0","1.0669","0","0.00244","0","23"
"859","123151.SZ","2024-1-22","NO","0","0","0.048889901489019394","3.807959","4.4408","0","1.0884","0","0.02192","1","21"
"860","123154.SZ","2024-1-22","NO","0","1","-0.18425637483596802","2.025695","4.5366","0","1.0719","0","0.03226","1","22"
"861","127062.SZ","2024-1-22","NO","0","1","-0.08591078221797943","2.084528","4.2464","0","1.0871","0","0.06388","1","22"
"862","123191.SZ","2024-1-24","NO","0","1","-0.09051977843046188","1.924651","5.2101","0","1.1210","1","0.02247","1","22"
"863","118024.SH","2024-1-25","NO","0","1","-0.06094825267791748","1.061332","4.7474","0","1.1099","0","0.03125","0","23"
"864","123124.SZ","2024-1-25","NO","0","0","0.0014316190499812365","2.137137","3.5565","0","1.0412","0","0.00174","1","21"
"865","110076.SH","2024-1-26","NO","0","1","0.03265100345015526","1.629410","2.7680","0","1.0582","0","0.00130","0","23"
"866","118036.SH","2024-1-26","NO","0","1","-0.13831360638141632","8.362599","5.4209","0","1.1358","1","0.00794","1","22"
"867","123065.SZ","2024-1-26","NO","0","0","-0.04799727723002434","1.894815","2.6064","0","1.1481","0","0.00124","1","22"
"868","123076.SZ","2024-1-26","NO","0","0","0.1443428248167038","2.426989","2.8145","0","1.1217","0","0.43307","1","22"
"869","123179.SZ","2024-1-29","NO","0","1","-0.09669937193393707","3.527615","5.1034","0","1.0360","0","0.00490","1","22"
"870","128128.SZ","2024-1-29","NO","0","0","-0.00806504674255848","0.790795","2.5572","0","1.0850","1","0.00248","0","23"
"871","113047.SH","2024-1-30","NO","0","0","-0.05403771996498108","1.285176","3.1896","0","1.0397","0","0.00452","0","24"
"872","113601.SH","2024-1-30","NO","0","0","0.13978788256645203","1.693488","2.5572","0","1.0020","0","0.04902","1","20"
"873","123039.SZ","2024-1-30","NO","1","0","-0.029782036319375038","1.521377","1.9055","0","1.1204","0","0.00514","1","21"
"874","123169.SZ","2024-1-30","NO","0","1","-0.055915467441082","1.962410","4.8159","0","1.0740","0","0.01095","1","22"
"875","123208.SZ","2024-1-30","PROPOSAL","0","1","-0.040141571313142776","1.585962","5.4812","0","1.0925","0","0.02655","0","23"
"876","110047.SH","2024-1-31","NO","1","0","0.1537509709596634","0.541515","0.8077","0","1.1000","0","0.00401","0","24"
"877","110063.SH","2024-1-31","NO","1","0","0.1537509709596634","0.541515","1.8672","0","1.0593","0","0.00507","0","24"
"878","127059.SZ","2024-1-31","NO","0","1","-0.03548227995634079","4.929492","4.1862","0","1.1099","0","0.26316","1","22"
"879","113545.SH","2024-2-1","NO","0","1","-0.007527749985456467","0.995087","1.7002","0","1.0836","0","0.00778","0","23"
"880","123214.SZ","2024-2-1","NO","0","1","-0.10863827913999557","4.569283","5.4949","0","1.1029","0","0.04587","1","21"
"881","128133.SZ","2024-2-1","PROPOSAL","1","0","0.05818949639797211","2.199143","2.6393","0","1.1684","0","0.00630","0","23"
"882","118038.SH","2024-2-2","NO","0","1","-0.0599566325545311","1.742589","5.4538","0","1.1250","0","0.02586","1","22"
"883","123207.SZ","2024-2-2","PROPOSAL","0","1","-0.023978784680366516","3.147990","5.4648","0","1.1130","0","0.03419","1","20"
"884","127061.SZ","2024-2-2","NO","0","0","0.0009380261180922389","0.649920","4.2136","1","0.9745","0","0.00732","1","22"
"885","127099.SZ","2024-2-2","NO","0","0","0.23562757670879364","0.305344","5.8426","0","1.1170","0","0.18182","1","22"
